,no,case_number,property_type,city,district,neighborhood,address_number,apartment_block,floor,room,apartment_name,full_address,auction_date,percentage,result,auction_count,appraised_value,minimum_bid_price,sale_price,sale_rate,number_of_bidders,land_m2,land_pyung,building_m2,building_pyung,image
76,77,2022-3876(1),아파트,서울특별시,중구,신당동,841-13,,4.0,402,청구아파트,"서울특별시 중구 신당동 841-13 4층402호 (신당동,청구아파트)",2023-07-12,80,잔금납부,1,365000000,292000000,335999999,92,7,23.1175,6.99,58.83,17.8,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3876/519784.jpg
77,78,2022-106690(1),아파트,서울특별시,관악구,봉천동,1730-1,201동,11.0,1102,이편한세상서울대입구2단지,"서울특별시 관악구 봉천동 1730-1 201동 11층1102호 (봉천동,이편한세상서울대입구2단지)",2023-07-12,64,잔금납부,2,1770000000,1132800000,1239999999,70,4,59.38,17.96,114.88,34.75,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/106690/122794.jpg
78,79,2022-110279(1),아파트,서울특별시,서초구,잠원동,70,201동,9.0,906,신반포아파트,"서울특별시 서초구 잠원동 70 201동 9층906호 (잠원동,신반포아파트)",2023-07-12,64,매각,2,3240000000,2073600000,2495587000,77,9,48.7,14.73,96.48,29.19,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110279/123976.jpg
79,80,2022-110972(1),아파트,서울특별시,강남구,역삼동,826-37,,6.0,601,쌍용플래티넘밸류,"서울특별시 강남구 역삼동 826-37 6층102-601호 (역삼동,쌍용플래티넘밸류)",2023-07-12,80,잔금납부,1,1615000000,1292000000,1702037816,105,7,19.1,5.78,110.57,33.45,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110972/405684.jpg
80,81,2022-1739(1),아파트,서울특별시,금천구,독산동,1088,1404동,6.0,611,,서울특별시 금천구 독산동 1088 제1404동 제6층 제611호,2023-07-12,64,잔금납부,2,98500000,63040000,68799000,70,2,5.49,1.66,7.48,2.26,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/1739/432018.jpg
81,82,2022-107088(1),아파트,서울특별시,구로구,신도림동,642,102동,17.0,1704,신도림대림아파트,"서울특별시 구로구 신도림동 642 제102동 제17층 제1704호 (신도림동, 신도림대림아파트)",2023-07-12,64,매각,2,1282000000,820480000,951350000,74,9,30.951,9.36,84.95,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/107088/473747.jpg
82,83,2022-112127(1),아파트,서울특별시,양천구,신정동,1293,105동,10.0,1006,학마을아파트,"서울특별시 양천구 신정동 1293 제105동 제10층 제1006호 (신정동, 학마을아파트)",2023-07-12,64,매각,2,671000000,429440000,485360000,72,4,26.026,7.87,49.99,15.12,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112127/474091.jpg
83,84,2022-51380(1),아파트,서울특별시,성동구,금호동,1,303동,2.0,201,금호삼성래미안아파트,"서울특별시 성동구 금호동1가 1500 303동 2층201호 (금호동1가,금호삼성래미안아파트)",2023-07-10,64,잔금납부,2,1160000000,742400000,883155000,76,18,31.82,9.63,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/51380/685340.jpg
84,85,2022-52789(1),아파트,서울특별시,송파구,문정동,62-5,,5.0,507,문정연합주택조합아파트,"서울특별시 송파구 문정동 62-5 5층507호 (문정동,문정연합주택조합아파트)",2023-07-10,64,매각,2,939000000,600960000,727890000,78,1,15.64,4.73,54.6,16.52,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/52789/686439.jpg
85,86,2022-53713(1),아파트,서울특별시,송파구,잠실동,22,236동,7.0,701,리센츠,"서울특별시 송파구 잠실동 22 236동 7층701호 (잠실동,리센츠)",2023-07-10,80,잔금납부,1,2450000000,1960000000,2261999000,92,7,40.11,12.13,84.99,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2022/53713/1403021.jpg
86,87,2022-1290(1),아파트,서울특별시,강남구,역삼동,664-21,101동,2.0,202,역삼동프라임아파트,"서울특별시 강남구 역삼동 664-21 101동 2층202호 (역삼동,역삼동프라임아파트)",2023-07-06,2,잔금납부,3,1570000000,803840000,1003111500,64,16,57.9,17.51,125.11,37.85,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/1290/34218_AUTO_152.jpg
87,88,2022-110286(1),아파트,서울특별시,서초구,잠원동,65-8,,1.0,101,잠원한신그린 아파트,"서울특별시 서초구 잠원동 65-8 1층101호 (잠원동,잠원한신그린 아파트)",2023-07-06,80,매각,1,2100000000,1680000000,1700000111,81,1,42.63,12.9,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110286/117019.jpg
88,89,2022-110873(1),아파트,서울특별시,서초구,방배동,478-8,,2.0,201,루이스캐슬,"서울특별시 서초구 방배동 478-8 2층201호 (방배동,루이스캐슬)",2023-07-06,64,잔금납부,2,1300000000,832000000,845500000,65,1,47.82,14.47,114.46,34.62,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/110873/466286.jpg
89,90,2022-2527(1),아파트,서울특별시,영등포구,대림동,785-1,101동,11.0,1102,현대아파트,"서울특별시 영등포구 대림동 785-1 제101동 제11층 제1102호 (대림동, 현대아파트)",2023-07-06,64,잔금납부,2,898000000,574720000,691910000,77,9,36.8453,11.15,84.75,25.64,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/2527/471638.jpg
90,91,2022-107729(1),아파트,서울특별시,영등포구,영등포동,7,107동,16.0,1605,경남아너스빌,"서울특별시 영등포구 영등포동7가 46-1 제107동 제16층 제1605호 (영등포동7가, 경남아너스빌)",2023-07-06,64,매각,2,197000000,126080000,133000000,68,1,4.26,1.29,13.07,3.95,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/107729/493535.jpg
91,92,2022-2643(1),아파트,서울특별시,노원구,중계동,502-1,101동,12.0,1212,중계그린아파트,"서울특별시 노원구 중계동 502-1 101동 12층 1212호 (중계동,중계그린아파트)",2023-07-05,64,잔금납부,2,630000000,403200000,483300000,77,8,28.285,8.56,44.1,13.34,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/2643/127113.jpg
92,93,2022-105948(1),아파트,서울특별시,성북구,길음동,1276,103동,5.0,502,삼부아파트,"서울특별시 성북구 길음동 1276 103동 5층502호 (길음동,삼부아파트)",2023-07-05,64,매각,2,974000000,623360000,646736000,66,1,34.836,10.54,111.71,33.79,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105948/426478.jpg
93,94,2022-106774(1),아파트,서울특별시,도봉구,창동,805,102동,3.0,307,동아그린아파트,"서울특별시 도봉구 창동 805 102동 3층307호 (창동,동아그린아파트)",2023-07-05,64,매각,2,766000000,490240000,662799900,87,14,25.23,7.63,59.96,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/106774/126137.jpg
94,95,2021-111879(1),아파트,서울특별시,강남구,수서동,795,106동,2.0,205,강남데시앙포레,"서울특별시 강남구 수서동 795 106동 2층205호 (수서동,강남데시앙포레)",2023-07-04,64,매각,2,1560000000,998400000,1219900000,78,13,48.919,14.8,59.81,18.09,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2021/111879/190483.jpg
95,96,2022-3791(1),아파트,서울특별시,강남구,자곡동,611,605동,11.0,1102,래미안강남힐즈,"서울특별시 강남구 자곡동 611 605동 11층1102호 (자곡동,래미안강남힐즈)",2023-07-04,64,잔금납부,2,2160000000,1382400000,1759999999,81,27,82.24,24.88,101.94,30.84,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3791/103378.jpg
96,97,2019-483(1),아파트,서울특별시,서대문구,홍은동,22,1동,2.0,204,유원홍은아파트,"서울특별시 서대문구 홍은동 22 1동 2층204호 (홍은동,유원홍은아파트)",2023-07-04,64,매각,2,537000000,343680000,383330000,71,1,33.95,10.27,54.54,16.5,http://img1.speedauction.co.kr/new_gamimg/2020/A03/2019/483/206359.jpg
97,98,2021-3232(1),아파트,서울특별시,은평구,역촌동,232,103동,7.0,704,역촌센트레빌아파트,"서울특별시 은평구 역촌동 232 103동 7층704호 (역촌동,역촌센트레빌아파트)",2023-07-04,64,매각,2,1094000000,700160000,711900000,65,1,65.39,19.78,113.92,34.46,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2021/3232/100923.jpg
98,99,2022-2410(1),아파트,서울특별시,서대문구,홍제동,463,101동,7.0,707,문화촌현대아파트,"서울특별시 서대문구 홍제동 463 101동 7층 707호 (홍제동,문화촌현대아파트)",2023-07-04,64,잔금납부,2,350000000,224000000,245000800,70,2,13.105,3.96,29.97,9.07,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2410/127711.jpg
99,100,2022-2427(1),아파트,서울특별시,은평구,응암동,176,104동,4.0,406,응암푸르지오,"서울특별시 은평구 응암동 176 104동 4층 406호 (응암동,응암푸르지오)",2023-07-04,64,잔금납부,2,1050000000,672000000,725900000,69,2,69.69,21.08,114.92,34.76,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2427/127994.jpg
100,101,2022-55377(1),아파트,서울특별시,서대문구,남가좌동,390,109동,9.0,905,래미안루센티아,"서울특별시 서대문구 남가좌동 390 109동 9층 905호 (남가좌동,래미안루센티아)",2023-07-04,64,매각,2,1220000000,780800000,850000000,70,4,32.1728,9.73,59.98,18.14,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/55377/127110.jpg
101,102,2022-105221(1),아파트,서울특별시,노원구,상계동,1256,202동,1.0,102,은빛아파트,"서울특별시 노원구 상계동 1256 202동 1층102호 (상계동,은빛아파트)",2023-07-04,64,잔금납부,2,600000000,384000000,450099000,75,9,28.767,8.7,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105221/136538.jpg
102,103,2022-2169(1),아파트,서울특별시,구로구,오류동,348,102동,3.0,304,우림필유,"서울특별시 구로구 오류동 348 제102동 제3층 제304호 (오류동, 우림필유)",2023-06-29,64,잔금납부,2,639000000,408960000,490010000,77,10,30.74,9.3,59.95,18.13,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/2169/159282.jpg
103,104,2022-109244(1),아파트,서울특별시,강서구,화곡동,143-6,1동,5.0,502,성재센트리움아파트,"서울특별시 강서구 화곡동 143-6 제주건축물제1동 제5층 제502호 (화곡동, 성재센트리움아파트)",2023-06-29,2,잔금납부,6,205000000,53739000,53739000,26,1,6.72,2.03,20.3,6.14,http://img1.speedauction.co.kr/new_gamimg/2022/A04/2022/109244/33998_AUTO_52.jpg
104,105,2022-112189(1),아파트,서울특별시,강서구,화곡동,143-6,2동,5.0,504,성재센트리움아파트,"서울특별시 강서구 화곡동 143-6 제주건축물제2동 제5층 제504호 (화곡동, 성재센트리움아파트)",2023-06-28,80,배당종결,1,214000000,171200000,182000000,85,1,8.07,2.44,24.34,7.36,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112189/173852.jpg
105,106,2022-112905(1),아파트,서울특별시,강서구,화곡동,1037-27,,1.0,102,제이월드아파트,"서울특별시 강서구 화곡동 1037-27 제1층 제102호 (화곡동, 제이월드아파트)",2023-06-28,80,잔금납부,1,521000000,416800000,433777000,83,3,37.7563,11.42,81.3244,24.6,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/112905/08778_AUTO_52.jpg
106,107,2023-100095(1),아파트,서울특별시,강서구,화곡동,1037-27,,1.0,102,제이월드아파트,"서울특별시 강서구 화곡동 1037-27 제1층 제102호 (화곡동, 제이월드아파트)",2023-06-27,80,잔금납부,1,2110000000,1688000000,1867110000,88,3,52.906,16.0,84.83,25.66,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2023/100095/118908.jpg
107,108,2022-2809(1),아파트,서울특별시,마포구,창전동,440,105동,5.0,501,창전동현대홈타운,"서울특별시 마포구 창전동 440 105동 5층501호 (창전동,창전동현대홈타운)",2023-06-27,80,잔금납부,1,1300000000,1040000000,1061200999,82,1,35.833,10.84,84.978,25.71,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/2809/73673.jpg
108,109,2022-53647(1),아파트,서울특별시,마포구,현석동,220,101동,9.0,901,밤섬현대아파트,"서울특별시 마포구 현석동 220 101동 9층901호 (현석동,밤섬현대아파트)",2023-06-27,64,매각,2,2110000000,1350400000,1701777000,81,14,36.82,11.14,114.81,34.73,http://img1.speedauction.co.kr/new_gamimg/2023/A03/2022/53647/80227.jpg
109,110,2022-920(1),아파트,서울특별시,강북구,미아동,813,106동,13.0,1304,래미안트리베라1차,"서울특별시 강북구 미아동 813 106동 13층1304호 (미아동,래미안트리베라1차)",2023-06-27,64,매각,2,1043000000,667520000,711000000,68,1,47.34,14.32,84.97,25.7,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/920/74411.jpg
110,111,2022-1077(1),아파트,서울특별시,동대문구,휘경동,366,101동,9.0,904,동일스위트리버,"서울특별시 동대문구 휘경동 366 101동 9층904호 (휘경동,동일스위트리버)",2023-06-27,64,매각,2,861000000,551040000,665020000,77,10,31.083,9.4,59.732,18.07,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/1077/74724.jpg
111,112,2022-103744(1),아파트,서울특별시,강북구,미아동,1354,102동,10.0,1003,벽산라이브파크아파트,"서울특별시 강북구 미아동 1354 102동 10층1003호 (미아동,벽산라이브파크아파트)",2023-06-27,64,잔금납부,2,829000000,530560000,581110000,70,5,43.31,13.1,84.89,25.68,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/103744/53793_AUTO_52.jpg
112,113,2021-2343(2),아파트,서울특별시,성동구,마장동,768-1,,6.0,601,안민빌딩,"서울특별시 성동구 마장동 768-1 6층601호 (마장동,안민빌딩)",2023-06-26,64,잔금납부,2,197000000,126080000,131300000,67,2,9.215,2.79,23.1425,7.0,http://img1.speedauction.co.kr/new_gamimg/2023/A02/2021/2343/55808_AUTO_22.jpg
113,114,2022-556(1),아파트,서울특별시,서초구,잠원동,51,1동,2.0,203,잠원훼미리아파트,서울특별시 서초구 잠원동 51 잠원훼미리아파트 1동 2층203호,2023-06-22,41,잔금납부,4,1135000000,464896000,613300000,54,1,16.84,5.09,42.42,12.83,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/556/119656.jpg
114,115,2022-2170(1),아파트,서울특별시,강남구,대치동,889-74,,11.0,1102,아름빌,"서울특별시 강남구 대치동 889-74 11층1102호 (대치동,아름빌)",2023-06-22,80,잔금납부,1,460000000,368000000,392288100,85,4,10.13,3.06,43.12,13.04,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/2170/99058.jpg
115,116,2022-3432(1),아파트,서울특별시,강남구,자곡동,619,503동,6.0,617,엘에이치강남힐스테이트,"서울특별시 강남구 자곡동 619 503동 6층617호 (자곡동,엘에이치강남힐스테이트)",2023-06-21,64,배당종결,2,1070000000,684800000,810000000,76,4,40.4498,12.24,51.99,15.73,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/3432/164342.jpg
116,117,2022-107372(1),아파트,서울특별시,강남구,도곡동,527,302동,5.0,504,도곡렉슬아파트,"서울특별시 강남구 도곡동 527 302동 5층504호 (도곡동,도곡렉슬아파트)",2023-06-21,80,잔금납부,1,4340000000,3472000000,3654999000,84,5,62.0489,18.77,134.902,40.81,http://img1.speedauction.co.kr/new_gamimg/2023/A01/2022/107372/100596.jpg
117,118,2022-102109(1),아파트,서울특별시,중랑구,신내동,437,101동,10.0,1004,벽산아파트,"서울특별시 중랑구 신내동 437 101동 10층1004호 (신내동,벽산아파트)",2023-06-21,64,잔금납부,2,575000000,368000000,391000000,68,3,21.849,6.61,59.783,18.08,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/102109/88414.jpg
118,119,2022-1399(1),아파트,서울특별시,서초구,방배동,806-5,,6.0,502,,"서울특별시 서초구 방배동 806-5외 2필지 윈저빌 제5,6층 제502호",2023-06-20,80,배당종결,1,2440000000,1952000000,2322000000,95,2,89.96,27.21,235.34,71.19,http://img1.speedauction.co.kr/new_gamimg/2022/A01/2022/1399/03420_AUTO_309.jpg
119,120,2022-107347(1),아파트,서울특별시,강서구,화곡동,1168,,2.0,203,스위트드림아파트,"서울특별시 강서구 화곡동 1168 제2층 제203호 (화곡동, 스위트드림아파트)",2023-06-20,80,매각,1,469000000,375200000,435002000,93,1,31.39,9.5,50.91,15.4,http://img1.speedauction.co.kr/new_gamimg/2023/A04/2022/107347/1056606.jpg
120,121,2022-103430(1),아파트,서울특별시,동대문구,전농동,155,101동,15.0,1505,전농동삼성아파트,"서울특별시 동대문구 전농동 155 101동 15층1505호 (전농동,전농동삼성아파트)",2023-06-20,80,잔금납부,1,953000000,762400000,877700000,92,12,51.32,15.52,114.89,34.75,http://img1.speedauction.co.kr/new_gamimg/2022/A05/2022/103430/35070_AUTO_194.jpg
121,122,2022-105276(1),아파트,서울특별시,중랑구,신내동,437,102동,9.0,903,벽산아파트,"서울특별시 중랑구 신내동 437 102동 9층903호 (신내동,벽산아파트)",2023-06-20,64,잔금납부,2,865000000,553600000,713470000,82,5,49.318,14.92,134.94,40.82,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105276/78042.jpg
122,123,2022-105405(1),아파트,서울특별시,성북구,돈암동,15-1,101동,10.0,1004,돈암삼성아파트,"서울특별시 성북구 돈암동 15-1 101동 10층1004호 (돈암동,돈암삼성아파트)",2023-06-20,64,배당종결,2,806000000,515840000,550900000,68,4,28.99,8.77,59.4,17.97,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/105405/77853.jpg
123,124,2022-106446(1),아파트,서울특별시,강북구,번동,658,101동,4.0,408,번동한진아파트,"서울특별시 강북구 번동 658 101동 4층408호 (번동,번동한진아파트)",2023-06-20,64,잔금납부,2,568000000,363520000,421950000,74,5,21.02,6.36,59.91,18.12,http://img1.speedauction.co.kr/new_gamimg/2023/A05/2022/106446/77211.jpg
